,counts,words,translations
173,86006,years,Jahre
174,85816,ever,immer
175,85484,against,gegen
176,85238,three,drei
177,84319,saw,siehe
178,84303,once,einmal
179,83086,thy,dein
180,82081,get,erhalten.
181,81662,part,Teil
182,79530,tell,sagen
183,78894,left,links
184,78429,put,setzen.
185,77927,because,denn
186,76249,took,nahm
187,75854,look,siehe
188,75394,each,jede
189,75280,why,warum
190,75188,called,genannt.
191,75116,name,Name
192,74457,mind,Geist
193,74378,father,Vater
194,73451,thing,Sache
195,73259,heart,Herz
196,72791,looked,siehe
197,72403,having,mit
198,72346,room,Zimmer
199,71960,set,einstellen.
200,70799,far,weit
201,70756,between,zwischen
202,70638,always,immer
203,70620,woman,Frau
204,69614,full,vollständig
205,68545,side,Seite
206,68541,works,Werke
207,67910,both,beide
208,67581,seemed,schien
209,67379,use,verwenden.
210,67069,got,hat
211,67016,heard,gehört
212,66897,thee,Die
213,66883,whom,die
214,66298,something,etwas
215,66231,nor,noch
216,65289,done,fertig
217,64815,mrs,Frau
218,64672,days,Tage
219,64573,going,
220,63921,state,Staat
221,63606,asked,fragte
222,63390,among,unter
223,62666,end,Ende
224,62392,few,wenige
225,62189,find,finden.
226,61629,better,besser
227,61581,seen,gesehen
228,61352,told,sagte
229,61005,door,Tür
230,60829,light,Licht
231,60611,small,klein
232,60593,hands,Hände
233,60540,words,
234,60536,knew,
235,60277,half,halb
236,60145,used,gebraucht
237,60001,water,Wasser
238,58945,thus,also
239,58844,death,Tod
240,58630,moment,Moment
241,58579,country,
242,58371,mother,Mutter
243,58289,enough,genug
244,58090,word,Wort
245,57937,home,Startseite
246,57329,whole,ganz
247,57252,since,seit
248,57180,white,weiß
249,56448,land,Land
250,55969,son,Sohn
251,55494,quite,ziemlich
252,55166,poor,arm
253,54571,myself,mich
254,54511,soon,bald
255,54398,turned,gedreht.
256,54228,course,Kurs
257,54209,gave,gab
258,52539,lady,Dame
259,52064,voice,Stimme
260,51870,almost,fast
261,51751,want,wollen
262,51171,whose,deren
263,51055,within,innerhalb
264,50872,began,begann
265,50748,next,nächste
266,50610,round,rund
267,50596,brought,brachte
268,50307,cannot,kann nicht
269,50261,money,Geld
270,50105,anything,alles
271,50024,law,Gesetz
272,50011,form,Formular
273,49878,does,tut
274,49731,high,hoch
275,49713,kind,freundlich
276,49476,power,Macht
277,49442,together,zusammen
278,49326,however,jedoch
279,49286,stood,stand
280,49009,yes,ja
281,48950,general,allgemein
282,48326,perhaps,
283,48283,air,Luft
284,48234,children,Kinder
285,48103,rather,eher
286,48085,until,bis
287,47998,certain,bestimmte
288,47942,true,wahr
289,47657,less,weniger
290,47547,morning,Morgen
291,47222,till,bis
292,47179,best,am besten
293,47121,electronic,elektronisch
294,47117,sea,Meer
295,47084,others,andere
296,47030,dear,liebe
297,46757,given,gegeben
298,46696,miss,Miss
299,46518,felt,
300,46490,friend,Freund
301,46387,hear,hören
302,46350,matter,Materie
303,46322,keep,
304,45941,states,Staaten
305,45683,terms,Bedingungen
306,45581,la,la
307,45561,public,
308,45318,person,Person
309,45169,themselves,selbst
310,45046,year,Jahr
311,44990,oh,oh
312,44979,taken,genommen
313,44787,large,groß
314,44690,don't,nicht
315,44484,often,oft
316,44477,earth,Erde
317,44218,body,Körper
318,43993,cried,
319,43610,forth,weiter
320,43478,indeed,in der Tat
321,43414,feet,Füße
322,43302,hundred,hundert
323,43166,looking,siehe
324,43091,fire,
325,43045,speak,sprechen
326,42880,above,über
327,42857,wife,Frau
328,42700,four,vier
329,42699,black,schwarz
330,42662,alone,allein
331,42573,city,
332,42515,gone,gegangen
333,42149,nature,Natur
334,42086,second,zweite
335,42015,times,mal
336,41960,means,bedeutet
337,41841,herself,selbst
338,41802,dead,tot
339,41452,don,
340,41203,foundation,Stiftung
341,41077,open,öffnen
342,41048,read,lesen
343,41035,present,Gegenwart
344,41002,near,in der Nähe von
345,40996,five,fünf
346,40929,unto,an
347,40683,ye,
348,40398,lay,legen
349,40388,girl,Mädchen
350,40259,cf,vgl.
351,40213,point,Punkt
352,40198,help,Hilfe
353,40043,child,Kind
354,39973,therefore,daher
355,39816,red,rot
356,39697,case,Fall
357,39675,known,bekannt
358,39614,leave,verlassen.
359,39610,along,entlang
360,39485,held,gehalten
361,39470,sure,sicher
362,39419,passed,bestanden
363,39326,hope,Hoffnung
364,39320,says,sagt
365,38939,manner,Art und Weise
366,38535,believe,glauben
367,38494,behind,hinter
368,38346,sent,gesendet
369,38265,rest,Rest
370,38099,replied,antwortete
371,37934,either,
372,37924,order,Bestellung
373,37725,women,Frauen
374,37709,answered,antwortete
375,37681,free,kostenlos
376,37597,thousand,Tausend
377,37538,business,Unternehmen
378,37339,already,bereits
379,37321,boy,Junge
380,37246,return,return
381,36933,call,aufrufen
382,36888,war,Krieg
383,36823,itself,
384,36617,sat,satt
385,36529,hath,hat
386,36472,least,am wenigsten
387,36350,hour,
388,36138,obs,obs
389,36019,several,mehrere
390,36010,whether,ob
391,35923,fact,Tatsache
392,35921,friends,Freunde
393,35700,number,Nummer
394,35693,ground,
395,35638,ll,ll
396,35441,live,live
397,35293,lost,verloren
398,35034,soul,Seele
399,35008,short,kurz
400,34835,united,vereinigt
401,34516,party,Partei
402,34414,art,Kunst
403,34222,fear,Angst
404,33954,during,während
405,33746,received,erhalten
406,33746,master,Meister
407,33736,arms,Arme
408,33634,making,Herstellung von
409,33614,agreement,Vereinbarung
410,33585,rose,Rose
411,33479,coming,kommend
412,33466,fell,fallen
413,33163,age,Alter
414,33049,mean,mittlere
415,32983,reason,Grund
416,32949,none,keine
417,32942,turn,drehen.
418,32914,hard,hart
419,32811,sometimes,manchmal
420,32805,town,Stadt
421,32706,blood,Blut
422,32660,wish,Wunsch
423,32633,chapter,Kapitel
424,32601,family,Familie
425,32550,book,Buch
426,32477,really,wirklich
427,32374,letter,Schreiben
428,32112,hold,halten
429,32085,act,handeln
430,31937,strong,stark
431,31749,cause,
432,31660,bring,bringen
433,31660,become,werden.
434,31639,truth,Wahrheit
435,31570,bed,
436,31535,human,menschlich
437,31531,horse,Pferd
438,31495,dark,
439,31481,mine,
440,31225,became,wurde
441,31083,brother,Bruder
442,31076,sun,Sonne
443,31033,common,gemeinsame
444,30873,sight,Ansicht
445,30772,twenty,zwanzig
446,30709,table,
447,30648,sense,Sinn
448,30599,returned,zurückgegeben
449,30536,towards,gegenüber
450,30495,sort,sortieren
451,30362,care,Pflege
452,30346,around,um
453,30199,eye,Auge
454,30171,ten,zehn
455,30044,close,
456,30024,different,verschiedene
457,29867,english,Englisch
458,29829,kept,gehalten
459,29797,answer,
460,29787,spirit,Geist
461,29751,government,Regierung
462,29659,question,Frage
463,29366,fair,Messe
464,29363,ask,fragen Sie
465,29357,john,john
466,29266,understand,verstehen.
467,29262,feel,
468,29163,else,sonst
469,29140,suddenly,plötzlich
470,29028,est,est
471,28890,copyright,Copyright
472,28879,show,anzeigen
473,28837,evening,Abend
474,28791,strange,seltsam
475,28790,gold,Gold
476,28712,force,Kraft
477,28628,saying,unter
478,28609,written,
479,28542,sound,Klang
480,28518,talk,sprechen
481,28383,need,brauchen
482,28283,church,Kirche
483,28281,laws,Gesetze
484,28232,rate,Satz
485,28138,river,Fluss
486,28034,neither,weder
487,27996,subject,Thema
488,27959,license,Lizenz
489,27882,followed,gefolgt von
490,27800,everything,alles
491,27548,able,fähig
492,27518,low,niedrig
493,27443,fr,fr
494,27442,ready,bereit
495,27322,across,über
496,27193,line,Zeile
497,27106,et,und
498,27082,met,traf
499,27034,captain,Kapitän
500,27030,court,Gericht
501,26838,doubt,Zweifel
502,26775,past,Vergangenheit
503,26755,heaven,Himmel
504,26753,stand,Stand
505,26750,possible,möglich
506,26739,story,
507,26712,pass,Pass
508,26646,copy,kopieren.
509,26632,following,unter
510,26613,six,
511,26576,donations,Spenden
512,26575,toward,
513,26574,fine,fein
514,26557,deep,tief
515,26515,hair,Haare
516,26405,information,Informationen
517,26315,service,Dienstleistung
518,26241,street,Straße
519,26119,idea,Idee
520,26114,daughter,
521,26094,natural,natürlich
522,26094,change,ändern
523,26023,spoke,Speiche
524,26013,except,außer
525,25974,fellow,Mitstreiter
526,25897,longer,länger
527,25782,literary,Literatur
528,25679,cold,kalt
529,25656,including,einschließlich
530,25530,remember,erinnern Sie sich an
531,25473,beautiful,schön
532,25468,wind,Wind
533,25468,fall,Herbst
534,25468,le,le
535,25372,beyond,jenseits von
536,25352,note,
537,25351,paid,bezahlt
538,25224,self,selbst
539,25220,cut,schneiden
540,25159,happy,glücklich
541,25084,living,leben
542,25002,run,laufen.
543,24998,appeared,erschienen
544,24890,gr,gr
545,24859,road,Straße
546,24728,early,früh
547,24694,later,später
548,24681,taking,unter
549,24677,england,england
550,24667,purpose,Zweck
551,24637,enter,eingeben.
552,24588,seems,scheint
553,24575,meet,treffen
554,24572,gentleman,Gentleman
555,24539,re,zu
556,24512,character,Zeichen
557,24484,south,Süden
558,24403,it's,Es ist
559,24391,please,bitte
560,24389,big,groß
561,24368,peace,Frieden
562,24328,interest,Interesse
563,24262,further,weiter
564,24244,below,unter
565,24218,chief,Chef
566,24112,bad,schlecht
567,24022,office,Büro
568,24017,husband,Ehemann
569,24006,window,Fenster
570,23988,continued,Fortsetzung
571,23959,real,real
572,23902,suppose,"angenommen,"
573,23883,tree,Baum
574,23792,clear,klar
575,23788,foot,Fuß
576,23779,prince,Fürst
577,23765,especially,insbesondere
578,23757,die,
579,23746,sweet,süß
580,23702,carried,getragen
581,23654,hours,Stunden
582,23610,comes,kommt
583,23606,bear,Bär
584,23563,charge,Gebühr
585,23420,company,
586,23379,account,Konto
587,23331,green,grün
588,23264,nearly,fast
589,23101,knowledge,Wissen
590,23095,tom,Tom
591,23088,etc,usw.
592,22947,paper,Papier
593,22831,late,spät
594,22711,arm,Arm
595,22677,led,
596,22674,seem,scheinen
597,22672,view,siehe
598,22669,ought,sollte
599,22560,play,spielen
600,22525,ill,
601,22464,history,Geschichte
602,22457,pretty,hübsch
603,22396,archive,Archiv
604,22360,north,Norden
605,22358,reached,erreicht
606,22357,opened,geöffnet
607,22313,feeling,Gefühl
608,22299,forward,weiter
609,22275,front,Vorderseite
610,22197,added,hinzugefügt.
611,22149,silence,Schweigen
612,22138,km,km
613,22104,trees,Bäume
614,22079,laid,gelegt
615,22064,wild,wild
616,22017,blue,blau
617,21907,pay,bezahlen.
618,21865,certainly,sicherlich
619,21784,makes,macht
620,21747,according,gemäß
621,21723,wanted,gesucht
622,21691,pleasure,Vergnügen
623,21630,yourself,selbst
624,21615,sleep,schlafen
625,21579,future,Zukunft
626,21361,mouth,Mund
627,21277,entered,eingegeben
628,21225,doing,
629,21221,strength,Stärke
630,21216,position,Position
631,21196,ran,lief
632,21143,books,Bücher
633,21100,i'll,Ich werde
634,21017,org,org
635,21007,tried,versucht
636,20967,agree,zustimmen
637,20909,st,st
638,20865,necessary,erforderlich
639,20864,system,System
640,20815,london,
641,20799,plain,einfach
642,20770,french,französisch
643,20756,army,Armee
644,20739,lived,gelebt
645,20636,send,senden.
646,20602,ship,Schiff
647,20501,save,speichern
648,20413,per,per
649,20382,unless,"es sei denn,"
650,20353,american,amerikanisch
651,20337,outside,außerhalb
652,20308,desire,Wunsch
653,20281,born,geboren
654,20274,wall,Wand
655,20163,evil,böse
656,20154,follow,folgen
657,20116,queen,Königin
658,20067,stone,Stein
659,20016,although,obwohl
660,19998,third,
661,19995,chance,Chance
662,19972,access,Zugang
663,19949,lips,Lippen
664,19937,various,verschiedene
665,19933,died,gestorben
666,19925,miles,Meilen
667,19725,paragraph,Absatz
668,19713,heavy,schwer
669,19711,shak,schütteln
670,19622,food,
671,19591,try,Versuchen Sie
672,19582,wood,Holz
673,19580,doctor,Doktor
674,19571,trademark,Marke
675,19551,effect,Wirkung
676,19436,ebook,ebook
677,19419,particular,besondere
678,19382,easy,einfach
679,19320,language,Sprache
680,19313,walked,zu Fuß
681,19288,i'm,Ich bin
682,19282,length,Länge
683,19187,secret,geheim
684,19069,rich,reich
685,19064,happened,geschehen
686,19008,france,frankreich
687,19008,single,einzeln
688,18956,distance,Entfernung
689,18917,west,
690,18875,total,insgesamt
691,18873,glad,froh
692,18865,thinking,Denken
693,18845,ah,ah
694,18818,seven,sieben
695,18788,hat,Hut
696,18784,beauty,Schönheit
697,18773,drew,
698,18769,broken,gebrochen
699,18765,instead,stattdessen
700,18760,sister,Schwester
701,18738,society,Gesellschaft
702,18703,faith,Glaube
703,18677,horses,Pferde
704,18661,walk,Spaziergang
705,18646,beginning,Anfang
706,18643,thoughts,Gedanken
707,18623,wrong,falsch
708,18592,national,national
709,18576,stay,
710,18532,action,Aktion
711,18518,trouble,Probleme
712,18466,afraid,Angst
713,18460,attention,Achtung
714,18453,standing,stehend
715,18435,greater,mehr
716,18434,seeing,siehe
717,18391,knows,kennt
718,18259,school,Schule
719,18237,important,wichtig
720,18173,struck,angeschlagen
721,18157,remained,blieb
722,18120,writing,Schreiben
723,18117,noble,edel
724,18105,ve,ve
725,18093,smile,Lächeln
726,18017,receive,erhalten
727,18015,probably,
728,18014,parts,Teile
729,17972,youth,Jugend
730,17958,bound,gebunden
731,17937,que,que
732,17917,joy,Freude
733,17905,object,Objekt
734,17895,slowly,langsam
735,17893,refund,Erstattung
736,17842,persons,Personen
737,17800,chair,Stuhl
738,17785,minutes,Minuten
739,17774,field,Feld
740,17756,tears,Tränen
741,17711,battle,Schlacht
742,17701,top,top
743,17692,iron,Eisen
744,17665,placed,platziert
745,17653,filled,gefüllt
746,17618,middle,Mitte
747,17591,ago,vor
748,17590,scene,
749,17549,whatever,was auch immer
750,17545,opinion,Stellungnahme
751,17437,population,Bevölkerung
752,17436,bright,hell
753,17331,presence,Präsenz
754,17305,figure,Abbildung
755,17291,stopped,gestoppt
756,17273,caught,gefangen
757,17250,fight,Kampf
758,17199,wide,breit
759,17136,produced,hergestellt
760,17100,piece,Stück
761,17080,write,schreiben.
762,17055,wonder,Wunder
763,17038,bot,Bot
764,17027,married,verheiratet
765,17018,visit,besuchen Sie
766,17016,ancient,alt
767,17015,notice,Hinweis
768,16972,carry,tragen
769,16964,cast,gießen
770,16938,garden,Garten
771,16921,deal,Angebot
772,16915,sit,sitzen
773,16875,wait,warten
774,16868,loved,liebte
775,16864,sword,Schwert
776,16840,paris,paris
777,16803,cry,weinen
778,16802,holy,heilige
779,16662,en,
780,16658,fortune,Glück
781,16640,months,Monate
782,16633,property,Eigenschaft
783,16629,beside,neben
784,16606,appearance,Aussehen
785,16601,provide,
786,16601,enemy,Feind
787,16599,dr,Dr.
788,16588,hardly,kaum
789,16566,glass,Glas
790,16559,justice,
791,16517,hence,
792,16496,east,
793,16480,spring,Feder
794,16464,lie,liegen
795,16456,appear,erscheinen
796,16414,na,
797,16388,sitting,sitzend
798,16371,showed,zeigte
799,16358,dream,Traum
800,16341,letters,Buchstaben
801,16338,immediately,
802,16328,grew,
803,16323,associated,zugehörig
804,16301,support,
805,16295,thirty,dreißig
806,16256,watch,Uhr
807,16249,species,Arten
808,16244,floor,Boden
809,16230,simple,einfach
810,16222,hall,Halle
811,16212,moved,umgezogen
812,16174,exclaimed,
813,16166,places,Orte
814,16148,eat,essen
815,16140,original,Original
816,16119,un,un
817,16102,quiet,leise
818,16054,madame,Madame
819,16054,al,al
820,16035,latter,letztere
821,16035,besides,neben
822,16034,easily,einfach
823,16012,start,Start
824,15993,condition,Zustand
825,15979,dinner,Abendessen
826,15948,worth,wert
827,15935,duty,Zoll
828,15918,danger,Gefahr
829,15889,individual,individuell
830,15874,silent,still
831,15870,week,Woche
832,15869,raised,erhöht
833,15845,million,Millionen
834,15826,silver,Silber
835,15823,section,Abschnitt
836,15803,getting,unter
837,15797,covered,überdacht
838,15771,sb,sb
839,15718,quickly,schnell
840,15700,straight,
841,15675,monsieur,Herr
842,15673,'i,'i
843,15652,grace,Gnade
844,15632,fee,
845,15618,sudden,
846,15611,hot,heiß
847,15607,learned,gelernt
848,15604,domain,Domain
849,15596,expression,Ausdruck
850,15591,hast,hast
851,15579,that's,das ist
852,15563,lives,lebt
853,15538,march,März
854,15533,ii,ii
855,15532,zo,zo
856,15527,corner,Ecke
857,15518,honour,Ehre
858,15478,duke,Herzog
859,15460,permission,Genehmigung
860,15458,island,Insel
861,15452,impossible,unmöglich
862,15425,speaking,Sprechen
863,15413,beneath,unter
864,15395,former,ehemals
865,15386,wise,weise
866,15379,waiting,
867,15351,drink,trinken
868,15321,servant,Diener
869,15296,turning,Drehen
870,15273,york,york
871,15266,laughed,lachte
872,15194,giving,Geben
873,15172,boys,Jungen
874,15172,experience,erleben
875,15166,direction,Richtung
876,15120,won,gewonnen.
877,15119,ways,Wege
878,15118,influence,Einfluss
879,15112,cross,Kreuz
880,15049,usually,in der Regel
881,15043,dog,Hund
882,14981,fresh,frisch
883,14945,news,Nachrichten
884,14943,boat,Boot
885,14906,music,Musik
886,14866,started,gestartet
887,14835,copies,Kopien
888,14797,respect,
889,14767,race,Rennen
890,14761,leaves,Blätter
891,14706,discovered,entdeckt
892,14706,step,Schritt
893,14689,tone,Ton
894,14680,uncle,Onkel
895,14676,fast,schnell
896,14637,roman,romanisch
897,14593,eight,acht
898,14561,military,Militär
899,14555,sons,Söhne
900,14494,marriage,Ehe
901,14482,private,privat
902,14472,afterwards,danach
903,14468,pr,pr
904,14457,brown,
905,14454,merely,lediglich
906,14438,pray,beten
907,14420,lead,Blei
908,14414,box,Box
909,14408,houses,Häuser
910,14391,sand,Sand
911,14365,provided,bereitgestellt
912,14346,page,
913,14330,yellow,gelb
914,14325,mere,nur
915,14322,goes,geht
916,14319,break,Pause
917,14317,speech,Rede
918,14271,formed,gebildet
919,14249,learn,lernen
920,14240,remain,bleiben
921,14233,flowers,Blumen
922,14217,usual,üblich
923,14214,sky,
924,14206,wine,Wein
925,14205,il,il
926,14187,royal,königlich
927,14184,period,Zeitraum
928,14179,reading,Lesen
929,14163,soft,weich
930,14160,pain,Schmerzen
931,14134,observed,beobachtet
932,14120,breath,Atem
933,14089,israel,israel
934,14088,behold,siehe
935,14079,can't,
936,14076,stop,stoppen
937,13988,non,nicht
938,13956,walls,Wände
939,13949,command,Befehl
940,13941,bit,bit
941,13939,result,Ergebnis
942,13898,meant,bedeutete
943,13896,surface,Oberfläche
944,13895,closed,geschlossen
945,13894,leaving,
946,13856,broke,kaputt
947,13853,judge,Richter
948,13853,occasion,Anlass
949,13800,forest,
950,13743,cost,Kosten
951,13738,saint,heilige
952,13726,perfect,
953,13699,morrow,morrow
954,13697,summer,Sommer
955,13696,talking,sprechend
956,13694,lower,unter
957,13687,value,Wert
958,13686,political,politisch
959,13671,president,Präsident
960,13664,reach,erreichen.
961,13654,due,fällig
962,13653,circumstances,
963,13647,class,Klasse
964,13638,limited,begrenzt
965,13628,effort,Aufwand
966,13617,lot,Los
967,13604,anyone,jeder
968,13585,knight,ritter
969,13576,fifty,fünfzig
970,13568,hill,Hügel
971,13567,presently,Zurzeit
972,13565,ears,Ohren
973,13556,minute,
974,13551,generally,allgemein
975,13550,using,mit
976,13506,gate,Tor
977,13476,ear,Ohr
978,13447,lines,Zeilen
979,13445,fish,Fisch
980,13440,fit,
981,13422,passing,vorbei an
982,13400,trust,Vertrauen
983,13398,footnote,
984,13380,bank,Bank
985,13379,escape,
986,13375,expected,erwartet
987,13373,drawn,gezeichnet
988,13359,dress,Kleid
989,13352,imp,imp
990,13342,pale,blass
991,13340,village,Dorf
992,13323,century,Jahrhundert
993,13321,social,sozial
994,13305,shalt,soll
995,13280,date,Datum
996,13277,tax,Steuer
997,13273,peter,
998,13268,somewhat,etwas
999,13266,darkness,
1000,13266,fixed,fest
1001,13258,move,umziehen
1002,13256,rise,aufsteigen
1003,13252,europe,europa
1004,13250,considered,als
1005,13249,camp,Lager
1006,13231,game,Spiel
1007,13229,running,läuft
1008,13212,mark,mark
1009,13206,spoken,gesprochen
1010,13200,count,zählen
1011,13197,conversation,Gespräch
1012,13194,steps,Schritte
1013,13180,equal,gleich
1014,13170,month,
1015,13145,worse,schlechter
1016,13122,henry,henry
1017,13120,begin,beginnen
1018,13090,study,Studie
1019,13058,christian,christlich
1020,13054,science,Wissenschaft
1021,13052,looks,siehe
1022,13051,main,Haupt
1023,13044,touch,berühren.
1024,13016,sake,Sake
1025,13013,ladies,Damen
1026,13010,george,george
1027,13001,space,Raum
1028,12999,considerable,beachtlich
1029,12997,grave,Grab
1030,12996,changed,geändert
1031,12993,success,Erfolg
1032,12988,mary,mary
1033,12976,possession,Besitz
1034,12950,entirely,vollständig
1035,12940,scarcely,kaum
1036,12936,neck,Nacken
1037,12936,terrible,
1038,12869,instant,sofort
1039,12868,stranger,Fremde
1040,12856,journey,Reise
1041,12856,clothes,Kleidung
1042,12854,indian,indisch
1043,12847,keeping,unter
1044,12838,distribution,Vertrieb
1045,12837,adv,adv
1046,12836,marry,heiraten
1047,12829,picture,
1048,12822,shot,Schuss
1049,12812,ut,
1050,12795,names,Namen
1051,12777,memory,Speicher
1052,12735,sign,Zeichen
1053,12732,modern,modern
1054,12725,board,Vorstand
1055,12724,medium,mittel
1056,12711,mountains,Berge
1057,12710,laugh,lachen
1058,12706,trying,Versuch
1059,12683,aside,beiseite
1060,12676,heads,Köpfe
1061,12672,ebooks,ebooks
1062,12667,bird,Vogel
1063,12659,mountain,Berg
1064,12630,authority,Behörde
1065,12625,lying,liegend
1066,12623,forget,vergessen
1067,12608,pertaining,zugehörig
1068,12604,supposed,angeblich
1069,12602,tongue,Zunge
1070,12593,afternoon,Nachmittag
1071,12589,happiness,Glück
1072,12581,machine,Maschine
1073,12577,quick,schnell
1074,12570,capital,Kapital
1075,12567,winter,Winter
1076,12555,owner,
1077,12539,arrived,angekommen
1078,12529,song,Lied
1079,12516,moon,Mond
1080,12511,soldiers,Soldaten
1081,12504,female,weiblich
1082,12501,finally,schließlich
1083,12498,takes,nimmt
1084,12462,america,amerika
1085,12451,pl,pl
1086,12442,example,Beispiel
1087,12427,gods,Götter
1088,12419,spread,Verbreitung
1089,12419,emperor,Kaiser
1090,12413,greatest,größte
1091,12393,golden,goldene
1092,12363,named,namens
1093,12361,“i,"""i"
1094,12360,rome,Rom
1095,12358,girls,Mädchen
1096,12354,passage,Durchgang
1097,12327,wished,wünschte
1098,12284,prepared,vorbereitet
1099,12266,william,william
1100,12261,religion,Religion
1101,12255,pride,Stolz
1102,12232,simply,einfach
1103,12217,didn't,hat nicht
1104,12213,quality,Qualität
1105,12213,grass,Gras
1106,12198,fool,Narr
1107,12198,thank,danke
1108,12188,wrote,schrieb
1109,12181,group,
1110,12181,distributing,Verteilen
1111,12180,mighty,mächtig
1112,12176,birth,Geburt
1113,12173,surprise,
1114,12163,distribute,vertreiben
1115,12157,shook,schüttelte
1116,12153,official,offiziell
1117,12146,gentlemen,Herren
1118,12142,vain,
1119,12125,kill,töten
1120,12122,understood,
1121,12116,regard,siehe
1122,12108,degree,Grad
1123,12088,dry,trocken
1124,12084,false,falsch
1125,12063,shut,schließen
1126,12039,opportunity,Gelegenheit
1127,12029,safe,sicher
1128,12029,proper,richtig
1129,12010,difficult,schwierig
1130,11992,courage,Mut
1131,11986,surely,sicher
1132,11984,meaning,Bedeutung
1133,11979,birds,Vögel
1134,11978,working,arbeiten
1135,11974,killed,getötet
1136,11960,likely,wahrscheinlich
1137,11937,offered,angeboten
1138,11936,special,Spezial
1139,11927,vb,
1140,11914,sharp,scharf
1141,11904,passion,Leidenschaft
1142,11876,glory,Ruhm
1143,11870,rock,Felsen
1144,11866,existence,Existenz
1145,11845,labor,
1146,11843,seat,Sitz
1147,11828,efforts,Bemühungen
1148,11819,lies,liegt
1149,11813,built,gebaut
1150,11797,sin,Sünde
1151,11797,doth,doth
1152,11780,trade,Handel
1153,11776,twelve,zwölf
1154,11775,allowed,erlaubt
1155,11770,forty,vierzig
1156,11762,spot,Punkt
1157,11748,gray,grau
1158,11737,pleasant,angenehm
1159,11730,loss,Verlust
1160,11728,david,david
1161,11720,mission,Mission
1162,11714,opposite,gegenüber
1163,11689,seek,suchen.
1164,11687,marked,markiert
