,counts,words,translations
135,0.011751168267704868,yet,doch
136,0.011692973114286775,take,nimm
137,0.011688608477780419,eyes,augen
138,0.011622915102671919,house,haus
139,0.0115246548244006,still,noch
140,0.011237596038790203,same,dasselbe
141,0.011211072478482341,place,ort
142,0.011118631715552834,last,zuletzt
143,0.011101956565823419,thought,dachte
144,0.010989930895493591,let,lassen
145,0.010957140164817627,new,neu
146,0.010916739298694684,while,während
147,0.010869511693420769,just,nur
148,0.010655980245879,found,gefunden
149,0.010335347333296626,things,dinge
150,0.010258238755017654,head,kopf
151,0.01025331454972843,lord,fürst
152,0.010217166406355269,another,eine weitere
153,0.010174863006370579,nothing,nichts
154,0.010103462029676843,though,obwohl
155,0.010080183968309606,give,gib
156,0.010066866231277389,young,junge
157,0.009996584392149383,night,nacht
158,0.00997341824453872,right,rechts
159,0.009875717535050269,king,könig
160,0.009795363457830672,love,liebe
161,0.009784395909686494,face,gesicht
162,0.009689604957868947,off,aus
163,0.009684121183796858,god,gott
164,0.009676511048349877,world,welt
165,0.009648196867936843,sir,herr
166,0.009625254547839326,years,jahre
167,0.009603990934090407,ever,immer
168,0.009566835566908087,against,gegen
169,0.009539304782791067,three,drei
170,0.009436456040500245,saw,sah
171,0.009434665420395073,once,einmal
172,0.009298466378645422,thy,deine
173,0.009185993053289302,get,erhalten
174,0.009139101189285109,part,teil
175,0.00890050106027093,tell,sag
176,0.00882932391109034,left,links
177,0.008777284014283777,put,setzen
178,0.008721103308484003,because,denn
179,0.008533312024954082,took,nahm
180,0.008489106091107645,look,schauen
181,0.00843762576308395,each,jeder
182,0.008424867594834597,why,warum
183,0.008414571529229859,called,genannt
184,0.00833276257317481,mind,geist
185,0.008323921386405522,father,vater
186,0.008220177334062115,thing,sache
187,0.008198689892800051,heart,herz
188,0.008146314254723768,looked,schaute
189,0.008102891717173344,having,mit
190,0.00809651263304867,room,zimmer
191,0.008053313923011392,set,setzen
192,0.007923382051629844,far,weit
193,0.007918569760097196,between,zwischen
194,0.007905363936821551,always,immer
195,0.007903349489203232,woman,frau
196,0.007790764250090538,full,voll
197,0.007671128444313729,side,seite
198,0.007670680789287436,works,arbeitet
199,0.007600063208889713,both,beide
200,0.007563243582977112,seemed,schien
201,0.007540637004149315,use,verwenden
202,0.007505943739611606,got,bekam
203,0.007500012310513223,heard,gehört
204,0.007486694573481006,thee,du
205,0.0074851277808889805,whom,den
206,0.007419658233293627,something,etwas
207,0.0074121600116032185,nor,noch
208,0.007306737252911213,done,getan
209,0.00725369013229549,mrs,frau
210,0.007237686465105514,days,tage
211,0.007226607003204762,going,gehen
212,0.007153639233919,state,zustand
213,0.007118386400598425,asked,gefragt
214,0.0070942130291786025,among,unter
215,0.007013187469419566,end,ende
216,0.006982523100118494,few,wenige
217,0.006959804607534124,find,finden
218,0.006897132903853101,better,besser
219,0.006891761043537585,seen,gesehen
220,0.006866132793282309,told,erzählt
221,0.00682729871975139,door,tür
222,0.006807601898594497,light,licht
223,0.006783204699661528,small,klein
224,0.0067811902520432095,hands,hände
225,0.006775258822944827,words,worte
226,0.006774811167918534,knew,wusste
227,0.006745825504966061,half,halb
228,0.006731052889098392,used,verwendet
229,0.006714937308151842,water,wasser
230,0.006596756381210486,thus,so
231,0.0065854530917965875,death,tod
232,0.006555795946304675,country,land
233,0.006532517884937438,mother,mutter
234,0.006523340956898431,enough,genug
235,0.006501070119340354,word,wort
236,0.006483947314584645,home,zuhause
237,0.006415903750588107,whole,ganz
238,0.006407286391331966,since,seit
239,0.006399228600858692,white,weiß
240,0.006263701041648481,son,sohn
241,0.006210542007276185,quite,ziemlich
242,0.006173834295120157,poor,arm
243,0.006107245609959071,myself,ich selbst
244,0.006100530784564675,soon,bald
245,0.006087884530071898,turned,wurde
246,0.0060688591914544445,course,natürlich
247,0.006066732830079553,gave,gab
248,0.005879836856602217,lady,dame
249,0.005826677822229922,voice,stimme
250,0.005804966553454711,almost,fast
251,0.005791648816422493,want,wollen
252,0.005726738837610006,whose,deren
253,0.005713756841847508,within,innerhalb
254,0.005693276624394603,began,begann
255,0.005679399318579519,next,nächste
256,0.00566395522017241,round,runde
257,0.005662388427580384,brought,brachte
258,0.005630045351930714,cannot,kann nicht
259,0.005624897319128344,money,geld
260,0.005607438773102916,anything,etwas
261,0.005598373758820482,law,gesetz
262,0.00559691887998503,form,formular
263,0.005582034350360788,does,tut
264,0.0055655830281445195,high,hoch
265,0.0055635685805262005,kind,art
266,0.005537045020218339,power,macht
267,0.005533239952494848,together,zusammen
268,0.005520257956732351,however,jedoch
269,0.005515781406469421,stood,stand
270,0.00548478129589863,yes,ja
271,0.005478178384260807,general,allgemein
272,0.005408344200159097,perhaps,vielleicht
273,0.005403531908626446,air,luft
274,0.005398048134554357,children,kinder
275,0.005383387432443261,rather,eher
276,0.005381372984824943,until,bis
277,0.005371636488003069,certain,bestimmte
278,0.005365369317634967,true,wahr
279,0.005333473897011589,less,weniger
280,0.005321163383788532,morning,morgen
281,0.005284791412902223,till,bis
282,0.005279979121369574,best,beste
283,0.005273488123488325,electronic,elektronisch
284,0.005273040468462032,sea,meer
285,0.005269347314495115,others,andere
286,0.0052633039716401585,dear,liebe
287,0.00523275151609566,given,gegeben
288,0.005225924776944692,miss,vermissen
289,0.005206004128274652,felt,gefühlt
290,0.005202870543090601,friend,freund
291,0.005191343426163556,hear,hören
292,0.005187202617170345,matter,angelegenheit
293,0.005184069031986294,keep,halten
294,0.005141429890731884,states,staaten
295,0.005112556141535985,terms,begriffe
296,0.005098902663234048,public,öffentlich
297,0.005055032470657332,themselves,sich
298,0.005041267078598822,year,jahr
299,0.005033768856908414,taken,genommen
300,0.005012281415646349,large,groß
301,0.005001425781258743,don't,nicht
302,0.0049783715474046525,often,oft
303,0.00497758815110864,earth,erde
304,0.004948602488156167,body,körper
305,0.004923421892927185,cried,rief
306,0.004880558924159628,forth,hervor
307,0.004865786308291959,indeed,tatsächlich
308,0.004858623827871271,feet,füße
309,0.004846089487135066,hundred,hundert
310,0.004830869216241104,looking,suchen
311,0.004822475684498109,fire,feuer
312,0.00481732765169574,speak,sprechen
313,0.004798861881861152,above,über
314,0.004796287865459967,wife,frau
315,0.004778717405677967,four,vier
316,0.004778605491921393,black,schwarz
317,0.004774464682928183,alone,allein
318,0.004764504358593163,city,stadt
319,0.0047580133607119145,gone,gegangen
320,0.004717052925806104,nature,natur
321,0.004710002359141988,second,zweite
322,0.004702056482425288,times,mal
323,0.004695901225813759,means,bedeutet
324,0.004682583488781541,herself,sich
325,0.004678218852275184,dead,tot
326,0.004611182512087805,foundation,stiftung
327,0.004597081378759575,open,öffnen
328,0.0045938358798189504,read,lesen
329,0.004592381000983498,present,gegenwart
330,0.00458868784701658,near,bei
331,0.0045880163644771415,five,fünf
332,0.004580518142786733,unto,an
333,0.0045529873586697125,ye,ihr
334,0.004521091938046335,lay,legen
335,0.0045199728004806025,girl,mädchen
336,0.004505535925882652,cf,vgl.
337,0.004500387893080283,point,punkt
338,0.004498709186731684,help,helfen
339,0.00448136255446283,child,kind
340,0.004473528591502702,therefore,deshalb
341,0.004455958131720701,red,rot
342,0.004442640394688484,case,fall
343,0.004440178292043872,known,bekannt
344,0.004433351552892904,leave,verlassen
345,0.00443290389786661,along,entlang
346,0.0044189146782949535,held,gehalten
347,0.004417235971946354,sure,sicher
348,0.004411528370361119,passed,bestanden
349,0.004401120390999806,hope,hoffnung
350,0.004400448908460366,says,sagt
351,0.0043578097672059566,manner,art und weise
352,0.004312596609550362,believe,glauben
353,0.0043080081455308585,behind,hinter
354,0.004291444909558017,sent,gesendet
355,0.004263802211684423,replied,antwortete
356,0.004245336441849836,either,entweder
357,0.004244217304284104,order,bestellung
358,0.004221946466726026,women,frauen
359,0.004220155846620854,answered,antwortete
360,0.004217022261436803,free,frei
361,0.004207621505884649,thousand,tausend
362,0.004201018594246827,business,geschäft
363,0.00417874775668875,already,bereits
364,0.004176733309070431,boy,junge
365,0.004168339777327437,return,zurück
366,0.004133310771520008,call,anrufen
367,0.004128274652474211,war,krieg
368,0.00412100025829695,itself,selbst
369,0.00409794602444286,sat,saß
370,0.004088097613864413,hath,hat
371,0.004081718529739738,least,am wenigsten
372,0.004068065051437801,hour,stunde
373,0.004031021598012053,several,mehrere
374,0.0040300143742028945,whether,ob
375,0.004020277877381021,fact,tatsache
376,0.004020054049867875,friends,freunde
377,0.003995321109665185,number,anzahl
378,0.003994537713369173,ground,grund
379,0.0039663354467127125,live,leben
380,0.003949772210739871,lost,verloren
381,0.003920786547787398,soul,seele
382,0.003917876790116493,short,kurz
383,0.00389851571022932,united,vereinigt
384,0.00385140001871198,art,kunst
385,0.003829912577449915,fear,angst
386,0.003799919690688283,during,während
387,0.003776641629321046,received,erhalten
388,0.003776641629321046,master,meister
389,0.0037755224917553135,arms,arme
390,0.0037641072885848414,making,herstellung
391,0.0037618690134533766,agreement,vereinbarung
392,0.0037467606563159873,coming,kommen
393,0.003745305777480535,fell,fiel
394,0.003711395909238839,age,alter
395,0.003698637740989488,mean,bedeuten
396,0.003691251433055653,reason,grund
397,0.003687446365332162,none,keine
398,0.0036866629690361493,turn,drehen
399,0.003683529383852098,hard,hart
400,0.003672002266925053,sometimes,manchmal
401,0.0036713307843856137,town,stadt
402,0.0036602513224848615,blood,blut
403,0.003655103289682492,wish,wunsch
404,0.0036520816182550138,chapter,kapitel
405,0.0036485003780446696,family,familie
406,0.003642792776459434,book,buch
407,0.003634623072229586,really,wirklich
408,0.003623095955302541,letter,brief
409,0.003593774551080348,hold,halten
410,0.0035907528796528705,act,handeln
411,0.0035741896436800287,strong,stark
412,0.003553149857444257,cause,verursachen
413,0.0035431895331092373,bring,bringen
414,0.0035431895331092373,become,werden
415,0.003540839344221199,truth,wahrheit
416,0.003533117295017644,bed,bett
417,0.0035292003135375806,human,mensch
418,0.003528752658511287,horse,pferd
419,0.00352472376327465,dark,dunkel
420,0.0035231569706826245,mine,mein
421,0.0034945070489998714,became,wurde
422,0.0034786152955664693,brother,bruder
423,0.0034778318992704565,sun,sonne
424,0.0034730196077378066,common,gemeinsam
425,0.003455113406686086,sight,anblick
426,0.003443810117272187,twenty,zwanzig
427,0.0034367595506080723,table,tisch
428,0.003429932811457104,sense,sinn
429,0.0034244490373850143,returned,zurück
430,0.003417398470720899,towards,zu
431,0.0034128100067013956,sort,sortieren
432,0.003397925477077153,care,pflege
433,0.0033961348569719807,around,um
434,0.0033796835347557124,eye,auge
435,0.0033765499495716613,ten,zehn
436,0.003362336902486858,close,schließen
437,0.003360098627355393,different,verschiedene
438,0.003342528167573392,english,englisch
439,0.0033382754448236084,kept,gehalten
440,0.0033346942046132643,answer,antwort
441,0.0033335750670475317,spirit,geist
442,0.0033295461718108946,government,regierung
443,0.003319250106206155,question,frage
444,0.0032861236342604716,ask,fragen
445,0.003275267999872866,understand,verstehen
446,0.003274820344846573,feel,fühlen
447,0.003263740882945821,else,sonst
448,0.0032611668665446358,suddenly,plötzlich
449,0.0032319573760790166,show,zeigen
450,0.00322725699830294,evening,abend
451,0.00322210896550057,strange,seltsam
452,0.003213267778731283,force,kraft
453,0.0032038670231791296,saying,sagen
454,0.003201740661804238,written,geschrieben
455,0.00319424244011383,sound,klingen
456,0.0031915565099560716,talk,sprechen
457,0.0031764481528186823,need,brauchen
458,0.003165256777161357,church,kirche
459,0.0031650329496482102,laws,gesetze
460,0.0031595491755761207,rate,satz
461,0.003149029282458235,river,fluss
462,0.0031373902517746162,neither,weder
463,0.003133137529024833,subject,thema
464,0.003128996720031622,license,lizenz
465,0.003120379360775482,followed,gefolgt
466,0.003111202432736475,everything,alles
467,0.0030830001660800146,able,möglich
468,0.003079642753382817,low,niedrig
469,0.00307113730788325,ready,bereit
470,0.0030577076570944594,across,über
471,0.0030432707824965093,line,leitung
472,0.003025476495201362,captain,kapitän
473,0.0030250288401750688,court,gericht
474,0.003003541398913004,doubt,zweifel
475,0.002996490832248889,past,vergangenheit
476,0.002994252557117424,heaven,himmel
477,0.0029940287296042773,stand,stehen
478,0.0029936929883345575,possible,möglich
479,0.0029924619370122517,story,geschichte
480,0.002989440265584774,pass,passieren
481,0.002982053957650939,copy,kopieren
482,0.0029804871650589136,following,nach
483,0.002978360803684022,six,sechs
484,0.0029742199946908112,donations,spenden
485,0.002974108080934238,toward,an
486,0.002973996167177665,fine,gut
487,0.0029720936333159195,deep,tief
488,0.002967393255539843,hair,haar
489,0.002955082742316785,information,informationen
490,0.002945010504225192,service,dienstleistung
491,0.002936728886238771,street,straße
492,0.0029230754079368343,idea,idee
493,0.0029225158391539678,daughter,tochter
494,0.0029202775640225025,natural,natürlich
495,0.0029202775640225025,change,ändern
496,0.0029123316873058015,spoke,sprach
497,0.0029112125497400693,except,außer
498,0.0029068479132337123,fellow,kollege
499,0.0028982305539775716,longer,mehr
500,0.0028853604719716475,literary,literarisch
501,0.002873833355044602,cold,kalt
502,0.0028712593386434173,including,einschließlich
503,0.002857158205315187,remember,erinnern
504,0.0028507791211905115,beautiful,schön
505,0.0028502195524076454,fall,herbst
506,0.002839475831776613,beyond,jenseits
507,0.0028372375566451478,note,hinweis
508,0.0028371256428885746,paid,bezahlt
509,0.0028229125958037712,self,selbst
510,0.0028224649407774783,cut,schnitt
511,0.00281563820162651,happy,glücklich
512,0.002807244669883516,living,leben
513,0.002798067741844509,run,laufen
514,0.0027976200868182156,appeared,erschienen
515,0.0027820640746545333,road,straße
516,0.002767403372543437,early,früh
517,0.0027635983048199466,later,später
518,0.002762143425984494,taking,nehmen
519,0.0027605766333924685,purpose,zweck
520,0.002757219220695271,enter,eingeben
521,0.0027517354466231815,seems,scheint
522,0.002750280567787729,meet,treffen
523,0.002743230001123614,character,charakter
524,0.002740096415939563,south,süd
525,0.0027310314016571295,it's,es ist
526,0.00272968843657825,please,bitte
527,0.002729464609065104,big,groß
528,0.0027271144201770656,peace,frieden
529,0.0027226378699141355,interest,interesse
530,0.0027152515619803005,further,weiter
531,0.002713237114361982,below,unter
532,0.0027103273566910775,chief,chef
533,0.0026883922604027193,office,büro
534,0.002687832691619853,husband,ehemann
535,0.0026866016402975475,window,fenster
536,0.002684587192679229,continued,fortsetzung
537,0.0026749626096139287,suppose,vermuten
538,0.002672836248239037,tree,baum
539,0.0026626520963908707,clear,klar
540,0.0026622044413645777,foot,fuß
541,0.0026611972175554187,prince,fürst
542,0.002659630424963393,especially,besonders
543,0.002657504063588501,sweet,süß
544,0.002652579858299278,carried,getragen
545,0.0026472079979837615,hours,stunden
546,0.0026422837926945385,comes,kommt
547,0.0026418361376682456,bear,tragen
548,0.0026370238461355957,charge,laden
549,0.0026210201789456204,company,unternehmen
550,0.002616431714926117,account,konto
551,0.0026110598546106004,green,grün
552,0.0026035616329201927,nearly,fast
553,0.002585319690598752,knowledge,wissen
554,0.0025838648117632998,etc,usw.
555,0.0025680849720864708,paper,papier
556,0.002555102976323973,late,spät
557,0.002537868257811692,led,geführt
558,0.0025375325165419723,seem,scheinen
559,0.002537308689028826,view,ansehen
560,0.002536972947759106,ought,sollte
561,0.0025247743482926213,play,spielen
562,0.0025208573668125574,ill,krank
563,0.002514030627661589,history,geschichte
564,0.002513247231365576,pretty,ziemlich
565,0.0025064204922146077,archive,archiv
566,0.0025023915969779706,north,nord
567,0.002502167769464824,reached,erreicht
568,0.0025020558557082508,opened,geöffnet
569,0.0024971316504190273,feeling,gefühl
570,0.0024955648578270017,forward,vorwärts
571,0.002492878927669244,front,vorderseite
572,0.00248414965465653,added,hinzugefügt
573,0.0024787777943410137,silence,stille
574,0.002473741675295217,trees,bäume
575,0.0024709438313808858,laid,gelegt
576,0.002464005178473344,blue,blau
577,0.002451694665250286,pay,zahlen
578,0.0024469942874742094,certainly,sicher
579,0.0024379292731917758,makes,macht
580,0.0024337884641985655,according,laut
581,0.0024311025340408073,wanted,gesucht
582,0.002427521293830463,pleasure,vergnügen
583,0.0024206945546794948,yourself,sich
584,0.002419015848330896,sleep,schlafen
585,0.0024149869530942585,future,zukunft
586,0.0023905897541612892,mouth,mund
587,0.0023811889986091357,entered,eingegeben
588,0.0023753694832673268,doing,tun
589,0.0023749218282410334,strength,stärke
590,0.0023743622594581673,position,stellung
591,0.002372123984326702,ran,lief
592,0.0023661925552283195,books,bücher
593,0.0023613802636956696,i'll,ich werde
594,0.002350972284334357,tried,versucht
595,0.002346495734071427,agree,zustimmen
596,0.002335080530900955,necessary,notwendig
597,0.00232769422296712,plain,einfach
598,0.0023244487240264957,french,französisch
599,0.00232288193143447,army,armee
600,0.002320979397572725,lived,lebte
601,0.00230945228064568,send,senden
602,0.002305647212922189,ship,schiff
603,0.00229434392350829,save,retten
604,0.002281026186476073,unless,außer
605,0.002277780687535449,american,amerikanisch
606,0.0022759900674302765,outside,außerhalb
607,0.002272744568489652,desire,wunsch
608,0.002269722897062174,born,geboren
609,0.0022689395007661614,wall,wand
610,0.0022565170737865303,evil,böse
611,0.002255509849977371,follow,folgen
612,0.0022512571272275874,queen,königin
613,0.002245773353155498,stone,stein
614,0.002240065751570262,although,obwohl
615,0.0022380513039519435,third,dritte
616,0.0022351415462810386,access,zugang
617,0.002232567529879854,lips,lippen
618,0.0022312245648009746,various,verschiedene
619,0.0022307769097746817,died,gestorben
620,0.0022298815997220957,miles,meilen
621,0.002207498848407445,paragraph,absatz
622,0.0022061558833285657,heavy,schwer
623,0.0022059320558154194,shak,schütteln
624,0.0021959717314804,food,essen
625,0.002192502405026629,try,versuchen
626,0.0021914951812174693,wood,holz
627,0.002191271353704323,doctor,arzt
628,0.0021902641298951636,trademark,marke
629,0.0021880258547636987,effect,wirkung
630,0.002173253238896029,particular,besondere
631,0.0021691124299028186,easy,einfach
632,0.0021621737769952766,language,sprache
633,0.0021613903806992642,walked,gelaufen
634,0.0021585925367849325,i'm,ich bin
635,0.0021579210542454932,length,länge
636,0.002147289247371034,secret,geheim
637,0.00213408342409539,rich,reich
638,0.0021335238553125235,happened,geschehen
639,0.0021272566849444216,france,frankreich
640,0.0021272566849444216,single,einzeln
641,0.0021214371696026122,distance,entfernung
642,0.0021123721553201785,total,gesamt
643,0.002112148327807032,glad,froh
644,0.002111253017754446,thinking,denken
645,0.002105993071195503,seven,sieben
646,0.002102635658498305,hat,hut
647,0.0021021880034720122,beauty,schönheit
648,0.0021009569521497065,drew,gezeichnet
649,0.0021005092971234135,broken,gebrochen
650,0.0021000616420971206,instead,stattdessen
651,0.0020995020733142545,sister,schwester
652,0.0020970399706696425,society,gesellschaft
653,0.002093122989189579,faith,glaube
654,0.002090213231518674,horses,pferde
655,0.0020884226114135022,walk,spaziergang
656,0.002086743905064903,beginning,anfang
657,0.0020864081637951837,thoughts,gedanken
658,0.0020841698886637184,wrong,falsch
659,0.0020789099421047756,stay,bleiben
660,0.002073985736815552,action,aktion
661,0.0020724189442235265,trouble,schwierigkeiten
662,0.0020665994288817176,afraid,angst
663,0.002065927946342278,attention,aufmerksamkeit
664,0.002065144550046265,standing,stehen
665,0.0020631301024279466,greater,mehr
666,0.0020630181886713735,seeing,sehen
667,0.0020582058971387236,knows,weiß
668,0.0020434332812710536,school,schule
669,0.002040971178626442,important,wichtig
670,0.002033808698205754,struck,schlug
671,0.002032018078100582,remained,geblieben
672,0.0020278772691073713,writing,schreiben
673,0.0020275415278376515,noble,edel
674,0.0020248555976798937,smile,lächeln
675,0.002016350152180326,receive,erhalten
676,0.00201612632466718,probably,wahrscheinlich
677,0.0020160144109106063,parts,teile
678,0.0020113140331345296,youth,jugend
679,0.002009747240542504,bound,gebunden
680,0.002005158776523001,joy,freude
681,0.002003815811444122,object,objekt
682,0.0020026966738783893,slowly,langsam
683,0.0020024728463652426,refund,erstattung
684,0.0019967652447800068,persons,personen
685,0.00199206486700393,chair,stuhl
686,0.0019903861606553313,minutes,minuten
687,0.0019891551093330255,field,feld
688,0.0019871406617147066,tears,tränen
689,0.0019821045426689104,battle,schlacht
690,0.0019809854051031778,top,spitze
691,0.0019799781812940183,iron,eisen
692,0.0019769565098665407,placed,gestellt
693,0.0019756135447876614,filled,gefüllt
694,0.001971696563307598,middle,mitte
695,0.00196867489188012,ago,vor
696,0.0019685629781235467,scene,szene
697,0.001963974514104043,whatever,was auch immer
698,0.00196352685907775,opinion,meinung
699,0.0019514401733678386,population,bevölkerung
700,0.0019513282596112654,bright,hell
701,0.0019395773151710735,presence,anwesenheit
702,0.001936667557500169,figure,abbildung
703,0.0019351007649081435,stopped,gestoppt
704,0.001933086317289825,caught,gefangen
705,0.00193051230088864,fight,kampf
706,0.001924804699303404,wide,weit
707,0.001917754132639289,produced,produziert
708,0.0019137252374026518,piece,stück
709,0.0019114869622711868,write,schreiben
710,0.0019086891183568554,wonder,wunder
711,0.0019055555331728043,married,verheiratet
712,0.001904548309363645,visit,besuchen
713,0.0019043244818504985,ancient,alt
714,0.0019042125680939252,notice,merken
715,0.0018994002765612753,carry,tragen
716,0.0018985049665086891,cast,gießen
717,0.0018955952088377847,garden,garten
718,0.0018936926749760392,deal,handeln
719,0.0018930211924365998,sit,sitzen
720,0.0018885446421736695,wait,warten
721,0.0018877612458776567,loved,geliebt
722,0.0018873135908513638,sword,schwert
723,0.0018804868517003953,cry,weinen
724,0.001880374937943822,holy,heilig
725,0.0018622449093789548,months,monate
726,0.001861461513082942,property,eigentum
727,0.0018610138580566489,beside,neben
728,0.001858439841655464,appearance,aussehen
729,0.001857880272872598,provide,bieten
730,0.001857880272872598,enemy,feind
731,0.0018564253940371454,hardly,kaum
732,0.001853963291392534,glass,glas
733,0.0018531798950965211,justice,justiz
734,0.0018484795173204444,hence,daher
735,0.001846129328432406,east,ost
736,0.001844338708327234,spring,frühling
737,0.0018425480882220619,lie,liegen
738,0.001841652778169476,appear,erscheinen
739,0.0018340426427224947,sitting,sitzend
740,0.0018321401088607493,showed,zeigte
741,0.001830685230025297,dream,traum
742,0.0018287826961635517,letters,buchstaben
743,0.0018284469548938318,immediately,sofort
744,0.0018273278173280994,grew,wuchs
745,0.001826768248545233,associated,verbunden
746,0.0018243061459006214,support,unterstützung
747,0.001823634663361182,thirty,dreißig
748,0.001819270026854825,watch,uhr
749,0.0018184866305588122,species,arten
750,0.001817927061775946,floor,boden
751,0.0018163602691839203,simple,einfach
752,0.0018154649591313344,hall,halle
753,0.0018143458215656018,moved,bewegt
754,0.0018100930988158182,exclaimed,rief
755,0.001809197788763232,places,orte
756,0.0018071833411449135,eat,essen
757,0.0018020353083425438,quiet,ruhig
758,0.0017945370866521357,latter,letzteres
759,0.0017945370866521357,besides,neben
760,0.0017944251728955626,easily,leicht
761,0.001791963070250951,start,starten
762,0.0017898367088760591,condition,zustand
763,0.0017882699162840336,dinner,abendessen
764,0.0017848005898302626,worth,wert
765,0.0017833457109948103,duty,pflicht
766,0.001781443177133065,danger,gefahr
767,0.0017781976781924406,individual,individuell
768,0.0017765189718438419,silent,still
769,0.0017760713168175487,week,woche
770,0.0017759594030609756,raised,gesammelt
771,0.0017711471115283257,silver,silber
772,0.0017708113702586058,section,sektion
773,0.0017685730951271408,getting,erhalten
774,0.0017679016125877012,covered,abgedeckt
775,0.0017590604258184142,quickly,schnell
776,0.0017570459782000956,straight,gerade
777,0.0017516741178845792,grace,anmut
778,0.0017494358427531142,fee,gebühr
779,0.0017478690501610886,sudden,plötzlich
780,0.0017470856538650758,hot,heiß
781,0.0017466379988387828,learned,gelernt
782,0.001745406947516477,expression,ausdruck
